beta,total_loss,rec_loss,kl_loss,sigma-0_mean,sigma-0_std,sigma-1_mean,sigma-1_std,sigma-2_mean,sigma-2_std,sigma-3_mean,sigma-3_std,sigma-4_mean,sigma-4_std
3.4499999999999997,26.266121774848337,24.752936615364383,1.5131851841391786,0.908816397190094,0.057774949818849564,0.9855369925498962,0.044849224388599396,0.9843724966049194,0.04297807067632675,0.9662072658538818,0.0409538708627224,0.7198496460914612,0.06547832489013672
3.5999999999999996,26.320453719035395,25.05804120045481,1.2624125338312406,0.9427148699760437,0.04945507273077965,0.9864014387130737,0.036689721047878265,0.9861998558044434,0.04218778759241104,0.7415379285812378,0.06639586389064789,0.9854275584220886,0.042466603219509125
3.75,26.370820848672373,25.311830787007995,1.0589900751993346,0.761565089225769,0.06931599229574203,0.9863890409469604,0.03581448271870613,0.9838734865188599,0.04305189475417137,0.9865774512290955,0.03650261461734772,0.9857305288314819,0.031125837936997414
3.9,26.39980834277708,25.4267349629514,0.9730733843055616,0.9862114787101746,0.03314976021647453,0.9872732162475586,0.027631860226392746,0.9878644347190857,0.03294480964541435,0.9865596890449524,0.035738542675971985,0.7807920575141907,0.06720831990242004
4.05,26.453832449435172,25.569303622377962,0.8845288385905182,0.9885740280151367,0.03114970214664936,0.988675057888031,0.029613886028528214,0.8027498722076416,0.06231004744768143,0.9883679151535034,0.0319560207426548,0.9883714914321899,0.03146040439605713
4.2,26.48609696369944,25.676190512520925,0.809906428937973,0.9890733361244202,0.030995309352874756,0.9889009594917297,0.02617216296494007,0.9888465404510498,0.027666166424751282,0.9884194731712341,0.026849674060940742,0.8232036828994751,0.059394873678684235
4.35,26.500202331461633,25.78076701377755,0.7194353171121846,0.9892856478691101,0.026984121650457382,0.9890639781951904,0.02840016968548298,0.8455213904380798,0.05440468341112137,0.9891132712364197,0.02490340545773506,0.9888777732849121,0.03429253399372101
4.5,26.508853857451157,25.865307354469543,0.6435464918613434,0.9894824624061584,0.02688794583082199,0.9896884560585022,0.026169031858444214,0.8656553030014038,0.05086665228009224,0.9895696640014648,0.03068327158689499,0.9894205927848816,0.027455829083919525
4.6499999999999995,26.57093126585743,26.04382227427924,0.5271090189658248,0.9895899295806885,0.028148088604211807,0.9895229339599609,0.023596376180648804,0.9900845885276794,0.030185360461473465,0.8909258842468262,0.04508863016963005,0.9898625612258911,0.02760493941605091
4.8,26.598490054165122,26.453648266253442,0.14484180482243425,0.9831535816192627,0.06777653843164444,0.985281229019165,0.05269022285938263,0.9881851077079773,0.05112386867403984,0.9886766076087952,0.03699515014886856,0.9869582653045654,0.04388362169265747
4.95,26.568726930028593,26.262446649547325,0.30628028016354736,0.941371738910675,0.06159330531954765,0.9891998767852783,0.0354808010160923,0.9906300902366638,0.027301087975502014,0.9896794557571411,0.033207014203071594,0.989886462688446,0.02794783003628254
5.1,26.599151346983433,26.50972789691201,0.08942347839236386,0.9860394597053528,0.04217483475804329,0.9900457262992859,0.04817016050219536,0.9907670617103577,0.03321889787912369,0.9893678426742554,0.05231786519289017,0.9888202548027039,0.04306582361459732
5.25,26.60128142025425,26.539290777909983,0.06199065713620961,0.9908652305603027,0.046447623521089554,0.990540087223053,0.04149308055639267,0.9907158017158508,0.03723890334367752,0.9894906282424927,0.04241674393415451,0.9896817207336426,0.03826376795768738
5.3999999999999995,26.590447651551983,26.54190819299043,0.048539468416892516,0.9898729920387268,0.06134932115674019,0.9910968542098999,0.03229020908474922,0.9912535548210144,0.022717274725437164,0.990536093711853,0.033069442957639694,0.9914289116859436,0.03600785881280899
5.55,26.588579661810577,26.544543064987735,0.04403660109818681,0.9921707510948181,0.03464192524552345,0.9912481307983398,0.04076314717531204,0.9906851053237915,0.03607754036784172,0.9915013909339905,0.01993349753320217,0.990867018699646,0.03897761180996895
5.7,26.593988939134807,26.556069894640178,0.03791904651812081,0.9918140769004822,0.03433156758546829,0.9917470216751099,0.03158942982554436,0.991788387298584,0.021272748708724976,0.9918417930603027,0.023935288190841675,0.9910064339637756,0.0403888076543808
5.85,26.59141998250347,26.555833605052566,0.03558638962263714,0.9919639825820923,0.023290956392884254,0.9915410876274109,0.025020798668265343,0.9919642210006714,0.029954658821225166,0.9915804266929626,0.035856541246175766,0.992060661315918,0.02717827819287777
6.0,26.591703199374397,26.56521143842099,0.026491732906494567,0.9922090768814087,0.031698375940322876,0.9916245341300964,0.029944950714707375,0.9926145076751709,0.01674055866897106,0.9924255609512329,0.028022829443216324,0.9929631948471069,0.022313974797725677
6.1499999999999995,26.592194061035286,26.569043714608718,0.023150347282430893,0.9927197098731995,0.022486772388219833,0.992180585861206,0.025548912584781647,0.9919940829277039,0.019013743847608566,0.9921770095825195,0.024392234161496162,0.9925082921981812,0.027111755684018135
6.3,26.588809113004313,26.566202263333903,0.02260687280454234,0.9926252961158752,0.02481200359761715,0.9929580092430115,0.021451065316796303,0.9922912120819092,0.029328472912311554,0.9924027323722839,0.01150031853467226,0.992538332939148,0.02304832637310028
6.45,26.593444781516915,26.578300402871072,0.015144389184283168,0.9926878809928894,0.01884155534207821,0.9927089214324951,0.015630006790161133,0.9933425188064575,0.021557338535785675,0.9925056099891663,0.016725849360227585,0.9932125806808472,0.022618025541305542
6.6,26.593910835445055,26.578883232084163,0.015027604883969592,0.9932557940483093,0.012902488932013512,0.9930946230888367,0.01371300220489502,0.9933215975761414,0.017575079575181007,0.9925543069839478,0.02423660270869732,0.9928356409072876,0.022860949859023094
6.75,26.59282602989343,26.57603789697578,0.01678813512284142,0.9929900169372559,0.014939114451408386,0.9933959245681763,0.020337704569101334,0.9932417273521423,0.014466076157987118,0.9927905797958374,0.013627106323838234,0.9932438731193542,0.019545534625649452
6.8999999999999995,26.592887959754798,26.58086644967736,0.01202151398790051,0.9934444427490234,0.011508130468428135,0.9934459924697876,0.01873728074133396,0.993514358997345,0.015349232591688633,0.993330717086792,0.018933115527033806,0.9931932687759399,0.015755513682961464
7.05,26.596529226567444,26.58190713406626,0.01462208442608399,0.9932580590248108,0.020946582779288292,0.9933186173439026,0.010701322928071022,0.9934976100921631,0.01725120283663273,0.9934527277946472,0.016742512583732605,0.9938239455223083,0.011762505397200584
7.199999999999999,26.584497732394286,26.57407669116185,0.010421021640407983,0.9937678575515747,0.011967736296355724,0.9934548139572144,0.013313209637999535,0.9939754009246826,0.013723591342568398,0.9938780665397644,0.020133767277002335,0.9938620328903198,0.01485475804656744
7.35,26.587425091627566,26.57711028036024,0.0103148045589222,0.9939394593238831,0.014783471822738647,0.9937347173690796,0.01015644520521164,0.9939581751823425,0.011904357932507992,0.993258535861969,0.019108422100543976,0.9937050342559814,0.011411631479859352
7.5,26.58686972172784,26.578651220813743,0.008218503986070278,0.9937195777893066,0.015257849358022213,0.9941787123680115,0.008159507997334003,0.9938119053840637,0.009641326032578945,0.9936750531196594,0.012491533532738686,0.99443119764328,0.016147682443261147
